P81760	Q9SR70
Q84JS6	Q9SJ56
Q3E870	Q941A6
Q9FUZ2	Q9SKX4
Q37165	Q42533
P23321	P27202
Q8S9L5	Q9FJP3
Q94C69	Q9C658
F4KDN0	Q941Q3
Q5BPF3	Q9CAD5
F4K410	O04603
O80573	Q9LM73
Q8L936	Q9FZ99
P62090	Q9S9N6
O22607	Q04996
P19171	Q9FNX8
P56799	Q8RYD1
Q9LUS8	Q9LUS8
O80634	Q9SCY3
P56766	Q95695
P25873	P56804
Q8VY05	Q9MAT6
P0CC33	Q9M9B4
O23095	Q84J62
Q8W475	Q9MAT6
O81037	Q9LTS4
Q9FJP3	Q9FWS4
F4JH53	Q9SY74
P56801	Q9M385
Q9FME3	Q9FMX2
Q9ZVC9	Q9ZVC9
Q9LN05	Q9LZ60
P56777	Q9ZVL6
Q9FLX4	Q9LR47
F4I8U2	Q9MAC8
Q9C895	Q9FNQ0
Q9C6B3	Q9M9B4
P55826	Q8S9K3
Q39161	Q84TH9
F4JJH4	Q9C9H7
Q8LPF1	Q9LSL5
Q9LFE2	Q9M0V4
P58048	Q8GXJ4
Q7XJU1	Q7XJU1
P56804	Q9FWS4
Q8RYD6	Q9SFD8
P56754	P56762
Q8W4L5	Q9SFD8
Q6DBA5	Q9LYW3
Q6NLP2	Q9SKX4
P56774	Q9SF38
Q681N2	Q9LHJ2
F4J078	Q9LMA8
Q0WSF1	Q84M96
Q500Z7	Q94BV2
Q42575	Q9FNN6
Q9LRN8	Q9SW21
F4KI56	Q9FYR7
O80931	Q9LZM8
Q9FJW6	Q9LD95
O65502	P56755
P16180	P39697
P46011	Q8GWW7
P92979	Q8GXU5
Q9FWS4	Q9LVY0
A9LLI7	Q9M0V4
Q8W4E7	Q9SHU7
Q9SJR5	Q9SJR5
P56797	Q9FIT4
P56760	Q9SF38
Q5XF07	Q9FVI6
F4KGY6	Q6LA42
Q8S8N6	Q9LZA6
Q9C9F4	Q9M9B3
O65312	Q9C8J7
Q84JG5	Q9FY50
Q9FMD5	Q9FMD5
Q8GXI9	Q8GZA4
F4I4B6	Q9FFX6
P51412	Q8L7L0
Q9LYR2	Q9STF2
P56771	Q39249
C0SVM5	Q6R0H1
F4J469	Q8LPR8
Q9LVM2	Q9S829
Q2V2S7	Q37165
Q8LF41	Q9FJL8
Q9LJR3	Q9SY88
Q3E922	Q9M2I9
Q8L7R2	Q9FYA6
Q8GY55	Q8H1G0
P93312	Q33884
A2RVK7	Q9ZVT7
A7XDQ9	Q9FLD7
P56801	P56807
F4KDA6	O82660
O82392	P54967
Q8LDU4	Q9SW18
Q9FKE9	Q9M2S7
P56755	Q0WWE3
O22265	O82230
P56780	Q9SHE8
F4I2S4	F4I312
P81760	Q9SSA5
Q8GZB6	Q946J8
Q42600	Q9C6U1
Q84JG5	Q8L6Z4
Q8GWE6	Q9ZPX9
Q8LFP9	Q9M2E2
P56758	Q9SZD6
Q8L4Y2	Q8L7R3
Q9FIT1	Q9SKK2
Q9FJP3	Q9XJ27
Q9C8E6	Q9C9Q4
Q39103	Q9STX3
Q8L557	Q940I0
P56760	P56763
Q5PP37	Q9ZUM9
Q9FZ42	Q9STS7
Q9FKQ6	Q9LK37
Q66WT5	Q9FYC2
Q56X72	Q9ZU43
Q5E930	Q9M172
O49279	Q9FI72
Q9C5S0	Q9FL53
Q29PZ2	Q4VCM1
Q9M385	Q9SX68
O23049	O82462
P56763	P56798
F4I241	Q8LCS8
Q96262	Q9LU05
P56804	Q9XJ27
Q8GUM4	Q8RXX9
Q9LK91	Q9SUM4
O22920	O82631
P93286	P93286
P56763	P56777
O22795	Q8S9L5
P56759	P56792
Q38827	Q9S7W5
P51412	Q9M385
O81902	Q8H1S7
O82266	Q9LIH5
Q8VZU4	Q9FY50
Q8GW72	Q9ZUX4
Q8S8M2	Q9LV97
Q8LAX3	Q9FIA9
P56752	P56756
Q9LV14	Q9XHZ3
Q9SX93	Q9ZU23
P46639	Q38897
Q8H1F6	Q9LFE2
P36211	Q9LRN8
Q6X7J4	Q9XF04
Q9LDH0	Q9ZQC6
O22795	Q8L6Z4
Q84W65	Q9FIC3
P0C8Q5	Q9SR34
A0A0A7EPL0	O65278
Q93WG3	Q94AT1
P16180	Q9LFV0
Q8L7L5	Q9MA17
P56801	Q9FKP0
Q8GUP1	Q8GWB2
Q9FGJ4	Q9FLX8
P49243	Q9FNA9
Q9FYK5	Q9LEZ3
O48963	O80536
Q5M755	Q941D3
O22882	P0DN98
Q8H106	Q8LBA6
Q3ED78	Q9ZVT7
Q8GZ79	Q9STE8
O50061	P56792
O03042	P56807
Q9LK09	Q9ZPV9
Q38833	Q8L9S1
P37271	Q38932
Q38932	Q9CAK8
Q42606	Q93ZB6
Q6NLV4	Q9FFT9
Q8VWG7	Q9LEV0
F4I594	Q8S8F8
F4KAS1	P51102
Q39048	Q8VZB2
Q6NMS0	Q8LE52
Q8L627	Q948R9
Q3E7K4	Q9C7W0
Q9FZ42	Q9LE44
P56796	P56804
O64868	Q9LIE6
Q8VZN1	Q9SVD5
P56801	Q9LD55
O04652	P51412
Q94A94	Q9LFG2
O04130	Q944I4
Q0WVW7	Q39199
O03042	Q9SL92
Q9S829	Q9XI73
F4IDJ0	Q8L3P4
F4JHA2	P51412
O23674	Q9LSI7
Q1EBV4	Q9SII8
Q9LVY0	Q9M385
F4JC20	Q38961
Q94FY7	Q9FIG9
Q8RWQ5	Q9ZW28
Q6NLC8	Q7Y219
P51412	P56807
Q8S9K3	Q9FI80
O50061	O80439
Q9C983	Q9LDH1
Q5M750	Q9LS54
P56778	P56796
Q8GWE6	Q9STU3
Q9ASV6	Q9FWS4
Q9S740	Q9SNC3
Q93ZN9	Q9LZX6
P56762	P56808
Q9SUT5	Q9SUT5
Q6A331	Q9FNY0
F4I3P9	Q9XI19
P56765	P56796
Q9LVG2	Q9M8Y0
A1YKT1	Q8VZ42
Q38833	Q9C552
Q84VG7	Q9C717
Q6NMM8	Q9LQ32
P56762	Q9LY66
F4IY62	O48917
Q38906	Q8GZ79
Q9LSP6	Q9M8X2
Q8L7E9	Q8L7W1
P42732	P56801
P56751	Q84WN0
Q8GWA9	Q9LPC4
Q29PU4	Q8GYU0
Q9LK91	Q9SF36
Q1PFR7	Q9LVW4
Q8H103	Q9SIK1
B0F9L4	Q8S8N9
Q94A94	Q9FJ82
O04291	Q9C616
P93740	Q84VZ1
Q9MAA2	Q9MB58
P19171	Q9ZNS4
Q6NPN9	Q9M3B4
Q9FGH9	Q9SY60
Q39103	Q9FGC7
O22203	Q9LQ12
Q3KTM0	Q9SFB0
Q9FGY4	Q9ZW88
Q6R0H1	Q9FL48
Q8S4Q6	Q9M2T1
Q05758	Q9ZSS6
Q9CA78	Q9FVV7
Q9LQI6	Q9ZU23
Q9CAJ0	Q9FGC7
O04603	P56797
P51412	Q9FKP0
Q8H0W3	Q9LKL2
Q9C8N5	Q9ZUT3
F4IDJ0	Q93VC7
Q9FMS5	Q9LSI7
O82266	P56805
A6QRA1	P56763
A8MS68	Q9LQL0
Q8L4J2	Q9LTS7
Q9LYK6	Q9M0V4
P25864	P42551
Q9S829	Q9T0A4
P56761	Q01667
Q8L850	Q8L850
Q9FS16	Q9FZA2
Q84LH8	Q93WK5
Q8VY74	Q9LFE0
Q2V3K1	Q8W3M4
Q9LIR4	Q9S7B5
P56801	Q9LP37
Q8LBW3	Q8LBW3
Q8GYH5	Q9STX1
Q8W4D4	Q9FHP1
Q9ASV6	Q9XJ27
O65282	P34791
Q39041	Q56XE8
P51412	Q9FUZ2
Q9LG05	Q9LS54
F4K956	O64733
Q9SKX4	Q9SX68
O23661	Q9SB92
Q5PP12	Q8LA14
P35510	Q9SZP1
Q9ZQ80	Q9ZUP3
Q8H174	Q9LST3
Q9C616	Q9FUY2
Q94AG6	Q9FVQ4
Q9C5I1	Q9ZUY6
P30185	Q06738
Q8GYD1	Q8VYY5
P56794	P56808
Q38932	Q9M9F5
O24600	P56762
P32069	Q8LAP6
P23321	Q9S7H1
Q9FJW6	Q9SQK3
Q94FL9	Q9LUI3
F4KFM8	Q8H1S7
O80930	Q9SKN7
O80800	Q9SMN1
O23717	Q9SGW3
Q93WX6	Q9LQK7
P56794	Q9LY66
P61843	Q9LDA9
Q41932	Q9S714
P56801	Q9FY50
F4JZN6	Q6USK2
Q9FKP0	Q9MAP3
Q9FIG9	Q9LK61
P56761	Q8VZ87
P56765	P56770
P56778	Q9SUI5
Q84W56	Q8VZA0
P36211	Q9SJ41
P56772	P83755
O04492	O04492
P56763	P56778
Q8L9S1	Q9LRN8
O82462	Q93ZB6
Q94A41	Q9LV91
F4K410	Q948R9
Q8GZ92	Q9LTR2
Q9M0E2	Q9SKX4
P56770	P56794
P56801	Q8S9L5
Q00958	Q9FVI6
Q8L9T7	Q9M8Y4
P56759	P56771
Q945M9	Q94B59
Q8VZT6	Q9FYE1
Q39233	Q39233
O81004	Q9SKX4
Q8LF41	Q93ZG3
Q0WT40	Q84W40
Q9M354	Q9M354
Q93VC7	Q9LFV0
P94077	Q94CD4
Q96329	Q9LZC3
Q9C8B8	Q9LK18
Q56YA5	Q681Y3
Q94FT2	Q9LS04
Q6S5G3	Q8W4E7
A1YKT1	Q9FMC2
Q941A4	Q9LVW2
Q0WVL7	Q9SR33
Q8L4R0	Q9ZS97
P56801	Q8L6Z4
P93014	P93311
O22993	Q8LPR8
P61841	Q9SKX4
Q6S591	Q8L4M6
Q2V2S7	Q9FG89
Q8LB17	Q9FFX0
Q9C658	Q9C658
O04603	Q9FV52
O49432	Q9M8T8
P61847	Q9LER7
O80662	Q9C6C8
F4KHL6	O03982
O64903	Q9XJ27
Q6QPM2	Q9SMU4
A9LLI8	Q9SJF3
Q0WTB4	Q9FWS4
F4KAS1	Q84P23
Q39199	Q9SX99
O65440	Q9ASS4
F4IK01	F4IL30
F4IV16	Q84JF7
O04619	Q9MA90
O22224	Q9FVW4
Q3ECU1	Q3EDH8
Q9FMH4	Q9LK18
Q9SNE5	Q9ZQC6
P61841	Q9FJP3
Q9SV07	Q9SV07
Q9SN38	Q9SWA6
Q9C6A1	Q9CA78
F4KHL6	Q9FJH5
Q8LPQ9	Q9SR13
Q8LE59	Q9SFB0
Q9LUP8	Q9SI02
P37107	Q8GYH5
P56756	Q95695
P61827	P61827
Q94CG2	Q9SUJ1
Q94CG2	Q9SJL6
Q8GS60	Q8LDU4
P31170	Q9SN73
Q8VWK4	Q9T0D7
Q9CAC5	Q9SCY3
A9LNK9	Q9ZSZ8
P56772	P56780
F4K4R6	Q8W104
Q93Z00	Q9C9N3
O04921	O22193
Q9M8L9	Q9ZPV9
Q2V3L3	Q8RVQ9
Q8LE52	Q9ZW28
Q2V4B2	Q9ZVZ9
Q9FG31	Q9LW12
O49710	Q6NLV0
F4I2Y3	Q8LB72
O80568	Q9FJH9
O65312	Q7XJK6
A8MQR0	Q9M0N8
Q9LZ98	Q9ZS97
P56766	Q9SUI5
P56759	P61847
Q8W593	Q9ZSS6
Q42581	Q9ZNR6
Q9LND1	Q9S7H8
Q9FJK3	Q9FJK3
Q8LB17	Q9LET3
F4K6X0	Q94AQ8
Q94A41	Q9SU50
Q93V47	Q93V47
Q9CAC5	Q9XI73
P56752	Q8RXS1
Q8LG95	Q9LUL5
Q680Z7	Q9LNC0
P56778	Q9S7H1
Q8RXX5	Q9SX22
Q1H537	Q9SW18
O48528	O80800
Q9FGR2	Q9M2D8
O80366	Q8L9T7
Q8L6Z4	Q9FV53
Q8L6Z4	Q9ZNX9
Q9S740	Q9ZT17
P0DH85	P56799
Q8S8K9	Q9ZUE9
Q6IWB2	Q9FZE4
Q681Y3	Q8LAX0
O22943	Q0WPA5
Q9CAC5	Q9S720
O49668	O65502
P55826	Q84JH7
O64511	O80644
Q9LND7	Q9LND7
A6QRA1	Q9C9U2
Q3ECP0	Q9FJL8
O81822	Q9SKY8
Q93ZF5	Q9T050
Q9C5S0	Q9LJD9
P56807	Q9SX68
Q94JZ8	Q9M9L3
Q38833	Q42536
P56783	P56791
Q84MB2	Q9SMN1
Q9SY69	Q9SY69
Q8L9T7	Q9LZJ8
Q3ECH9	Q9LV97
P55826	Q9SW18
P92527	Q9FY50
Q7XJK6	Q9LT82
Q8H1E4	Q8RY59
Q9LX31	Q9SW18
P51412	Q8S9L5
Q6IM84	Q6X5V0
Q9FMY1	Q9ZUT0
O50061	P61847
Q94AR8	Q9LIR4
P56774	Q95695
F4IRB4	Q9SV72
Q9C5U8	Q9LYU8
Q9LK61	Q9LRN8
Q84VQ4	Q9SL05
Q9LZH8	Q9S837
P93831	Q9XFH4
Q8GY31	Q9S713
O64564	Q96331
P56760	Q8GUI6
F4IFF3	Q9M1S9
Q8VY91	Q9SX22
Q8LEU3	Q93ZA0
P51412	Q8L6Z4
O81865	Q9SA16
Q6IWB2	Q8LFL4
Q94F00	Q9SRQ7
Q8GZ79	Q8LPR8
P56760	Q95695
Q01909	Q8GUI6
O64868	Q9LDH1
Q9FQ08	Q9FQ08
Q41932	Q9XF91
P42793	Q8VZU4
Q94A94	Q9LYU8
P93311	Q9FLN4
Q9LVW6	Q9SB36
Q9C503	Q9T0A4
O04547	Q3ECH9
Q38885	Q8VZU4
O82660	Q8W0Y8
Q8GWE6	Q8GWE6
Q9FFC7	Q9SQK3
P93014	Q9M1X0
Q8GUI6	Q96252
P56752	P56806
O24606	Q05609
Q42029	Q9ZR03
P46283	Q38854
O64583	P46688
Q9S9P0	Q9SFW6
O80588	Q9LR69
Q8H0Z4	Q9M995
Q9FV53	Q9SKX4
Q9STK5	Q9XIL5
Q500V9	Q9SU24
Q9LIA6	Q9M1H8
O22870	Q9M2S7
Q00IB6	Q0WR66
O80845	Q8S944
Q9LM84	Q9XF04
P56807	Q9LER7
P56760	Q9SJT7
Q67XL4	Q8VYI1
Q39204	Q96242
P56766	Q9S7H1
P25864	P56808
Q56XU4	Q9SV09
P56774	Q9ZR03
Q8L9S1	Q9SJ41
O23160	Q946J8
O48850	P59277
P56795	Q38885
Q9LRP1	Q9S7P9
P56799	Q9M209
P56762	Q6NLP2
O80575	Q84VZ1
O23593	Q8L9S1
Q9LNJ4	Q9LSI7
Q9LYU7	Q9SB92
B5X582	Q8VZK9
P25864	Q9LY66
Q680N1	Q8GV50
P93011	Q9LNC0
Q0WQE7	Q6AWT8
Q8RY67	Q9ZPW7
Q39183	Q39183
Q84LH8	Q9C9W9
F4KFS7	Q9FF98
P56801	P83755
Q39102	Q56X52
F4KFV7	Q9FNM7
F4KFT6	O22798
Q9C8T1	Q9LZ98
P42804	Q9SJE1
Q94CK9	Q94CK9
Q8H1Q8	Q9SCK0
O81313	Q9FNP4
Q9LZ08	Q9ZUM0
O23049	Q9M9H4
Q94CD1	Q9FFY3
Q7XJ98	Q9SXC4
O23141	Q9S7X6
O23095	P56805
O23674	Q06915
Q8L7Z3	Q9M1T1
Q75QN6	Q9FGQ9
P56797	Q9FLN4
O04603	Q9SZD6
Q6NL24	Q9C7W4
Q01909	Q9ZR03
Q9SJA1	Q9XIP2
O04603	O82499
P56798	Q9SKX4
P39697	Q84JG5
P25873	Q9M385
O03042	O65282
F4HU58	Q8GWA2
Q9LK09	Q9LRP1
Q9FL26	Q9LIE6
Q9FJT8	Q9SU24
Q8LBC0	Q8W4P1
O49499	Q96323
O82660	Q9SGH4
Q94K75	Q9FJ81
Q94FY7	Q9C8F1
Q9LVV3	Q9SJL6
Q9S7H1	Q9S9N6
P56762	Q9ASV6
O64564	O81822
A0A1P8BH03	Q8L8M9
Q3EDH8	Q9LUA1
F4KCE9	Q9C950
Q3EBI7	Q8H1E7
P56754	Q9SGH4
P0C896	P42793
Q9SL15	Q9SL15
F4KIX0	Q96252
Q8VY16	Q9C9U2
Q2V4G9	Q9M0Y1
O04197	O04197
Q8VXY9	Q9LVI9
Q8GYF4	Q9FKV1
O81014	Q9M9Y8
P56798	Q9FJP3
O80674	Q9M347
Q3E9B4	Q84RF2
Q680U9	Q8LF41
Q8L8T7	Q9MAT6
P0DI77	Q39108
O24606	Q06588
Q941Q3	Q9FIA9
O80439	P16180
Q1H5E9	Q84JF5
P56782	P56788
O22845	Q00874
P56763	P62090
Q9LTZ9	Q9M393
Q8LCN5	Q9LJD9
P56792	Q8L9S1
B3H672	P56755
F4IP06	Q8RWS0
Q9LDX1	Q9ZTX9
Q9C5W0	Q9SLA8
O49662	Q9LSZ3
Q5XVF0	Q9LIA6
F4IDW9	Q45GQ7
Q94AQ8	Q9S7N7
Q8L3W1	Q9LMC8
P56794	Q9SYL9
Q38961	Q84W56
P39697	P56772
Q9LZA6	Q9SF47
Q96287	Q9SVW8
P56792	P56794
Q84VX3	Q9LFE2
Q9SCR2	Q9SCR2
F4JX00	O81643
B9DFU2	Q9MA87
Q39218	Q8L7R2
F4HXU3	Q9SJJ3
Q9SIV3	Q9SIV3
Q9LDT3	Q9LVI4
O03042	P83755
Q9LR64	Q9ZR03
O82234	Q9LY66
A8MQR0	Q9FYE3
Q8L4Y2	Q9M001
Q9FT74	Q9ZQ19
Q9C503	Q9S9N6
P56794	Q6NLP2
P62090	Q9CAC5
Q93WJ9	Q9LDT3
P49077	Q9ZUR7
Q9FN69	Q9FT81
Q84VX4	Q9LTY1
Q941C5	Q9LM84
F4I4B6	Q9LXX6
P25873	P56807
Q84Y95	Q93W77
P0C8Q4	Q9C8W3
Q84VX3	Q9M0V4
O04603	Q9LD95
P37107	Q8LBP4
O23049	Q8VWK4
Q7XJM2	Q8VY26
Q8L9H6	Q9LV97
Q8L500	Q8L500
A0SVK0	Q9SJN0
Q9FE83	Q9FE83
Q9FMY1	Q9SIA8
Q9FY50	Q9FZ81
P56783	P56804
Q8VZ74	Q9LK61
O22132	P59469
Q9LKL2	Q9LKL2
Q9LK61	Q9SJ41
P18064	Q6AWT8
Q9FHX8	Q9FMP0
Q0WNX9	Q1JPP8
P26289	Q37165
Q94B59	Q9FRI5
P56760	Q9LXC9
P0CC33	Q9S829
O22824	Q9C7S1
Q8LCQ3	Q9M1H8
Q9LPK5	Q9SRP5
F4JNY0	O80358
Q1JPP8	Q9SKN7
F4JRP8	Q94FL5
P37107	Q9SKX4
Q3E936	Q9SH58
Q93YN1	Q9LSE2
O22056	Q9XJ27
O22795	Q8RXX5
Q9FY50	Q9M9H4
Q9LFY0	Q9LTR2
Q01909	Q9LXC9
Q42600	Q94A84
Q8GWG0	Q9SJE2
Q8H115	Q8H115
P56806	Q38885
O64730	Q8GSJ6
A6QRA1	Q940A7
P56791	P56792
Q8H0W1	Q9FIG9
Q5M731	Q9ASY9
F4J264	P56794
F4ICD9	Q8GY61
Q9LD55	Q9LSP6
O22216	Q8GWG0
Q56XM9	Q9LTS7
F4IEM5	P18064
B3H5R8	Q680Q4
F4KF65	Q9ZP54
Q6NQH9	Q9LPI5
P10896	Q9SL05
Q42600	Q9SJ25
O23346	Q6NPM8
Q8RXX5	Q9SKX4
P39697	P56773
O03042	P56780
Q9FI17	Q9FK51
P93311	Q9SYL9
P16972	P83755
P93831	Q9FKW0
O23049	Q9FWS4
O81865	Q93XX2
P26289	P56754
Q9FM86	Q9M038
Q8L440	Q8S9K3
F4INA9	O22315
Q8W593	Q9XI31
Q9FJ82	Q9SGH4
P56756	Q1H537
Q8RXX5	Q9FJP3
A9LNK9	Q56XM9
Q0WVH0	Q9LFE2
Q9LDF2	Q9SH93
A8MQR0	Q9M9L3
P26289	P61841
Q9C950	Q9M1H8
F4JRC5	Q8L8Y3
Q9M0E6	Q9M1Q1
Q9FYA6	Q9LPR4
Q9FYL8	Q9SKN2
Q8W0Y8	Q9SUI5
Q3ECM0	Q9LXZ5
Q42191	Q9XGY4
Q39017	Q9FNA9
Q9LNC0	Q9ZUU7
Q944A7	Q9FMZ0
Q8VY91	Q9SKX4
Q94AQ8	Q9FJ82
P83755	Q8W4D6
O81014	Q8VYV7
Q8S8P7	Q9M9Y8
Q9C942	Q9LU36
Q9FHX8	Q9SB42
Q9ZUM0	Q9ZUM0
P23321	P56777
O82462	P56797
O23095	Q9FY50
F4K0E8	Q9XFS9
P26288	Q84WN0
Q9S9N6	Q9SGH4
O22216	Q9SF47
Q9SR52	Q9ZST4
Q93Y39	Q9ZRZ8
Q8H1E7	Q9FFT9
Q8VY91	Q9FJP3
P56797	Q9SYL9
P16180	Q9LER7
P56774	P56796
O82368	Q5XVC4
P56788	P62090
O81014	Q5HZ00
O81851	Q9FHN6
F4HTT6	Q9LXX5
Q8GT74	Q9LJL6
F4ICD9	Q9ZPW3
Q9FX77	Q9ZR14
Q5Q0H2	Q9FN39
Q9SB36	Q9STK5
Q2V2W6	Q9LD83
P56804	Q9FJP3
Q9FNZ5	Q9SGP6
O81836	Q9S7W5
P83755	Q9LR64
Q8RXD4	Q9ZP54
P94017	Q9FZ99
P14891	Q9C6T1
Q84V22	Q8LBA6
Q39249	Q9SL05
O65090	P56804
Q9FG89	Q9FJ82
P56752	P93311
P56760	P56796
O64750	Q9M3C6
Q9SAI5	Q9T0D7
Q38893	Q94B35
Q9FK12	Q9M374
O23049	Q9XJ27
Q56XE8	Q8VYN6
Q6NQK2	Q9LY29
F4JZN6	Q8GW43
Q8S9L5	Q9LK61
Q9C7P1	Q9FKR9
Q1KPV0	Q8S944
O49675	Q9SAC0
Q39221	Q84WV4
P10896	Q9XIR8
Q56XE8	Q8RWV0
Q9LVC9	Q9SJ41
Q9LR44	Q9LR44
Q8LEK2	Q946Y7
P46313	Q9C9P4
Q949X0	Q9C9P4
Q9LW15	Q9SQT4
P56751	P56790
P94077	Q8S944
O49432	Q8RY29
Q9LZ66	Q9SUM3
F4IP06	Q4V3E2
Q7XA78	Q7XJM2
Q9FZ81	Q9SYL9
F4IRW0	Q8H1Q8
Q06738	Q9SIN5
Q8VY16	Q940A7
Q9FUZ2	Q9LK61
Q8GYH5	Q8LPS2
P56756	Q9SUI5
Q9FNF8	Q9SU29
Q8VZC3	Q9M0G0
P56782	P56791
F4IFF3	O65573
Q6STH5	Q84Y95
O04197	Q9S745
Q7X9V3	Q9LR91
Q8S2W4	Q9LYF6
O23160	Q9SQU6
Q38932	Q9MBA1
Q9FQ20	Q9S7T7
O48837	Q6R8G5
O82132	Q8GYY1
Q8L9T7	Q9LYP5
Q9FI13	Q9SAU2
Q8W4J8	Q8W4J8
Q9FZA2	Q9S740
P19171	P19172
Q8W0Y8	Q9S7H1
P41088	Q96323
Q94A94	Q9LQ10
F4JHA2	Q9FWS4
O80644	Q0WP12
P56802	Q8L9S1
P56752	P56760
Q8LE94	Q9FK33
Q8S8P5	Q9S745
Q9LG02	Q9LG02
Q8L607	Q9LUI3
P56780	P56792
Q9SJ41	Q9SZD6
P49077	Q9SZ30
Q8VYV7	Q9SR92
O48713	Q9LV14
Q8H1F6	Q93Y39
Q7X843	Q9LPJ2
O50061	Q9CAF9
P92983	Q8L970
Q94AY1	Q9LZC3
Q93ZF6	Q9M9Y4
P52032	Q42593
O80565	Q0WMZ5
O80439	P56792
Q8S944	Q8S944
Q94AD8	Q9LQM3
Q8RVQ9	Q9FQ08
Q9SFZ3	Q9STJ7
O82462	Q9MBA1
P56762	P93014
O04200	Q9LVM5
O82499	P56770
P93735	Q9FEC1
Q1KPV0	Q8LBL5
O22213	Q93WC9
Q8GS60	Q93ZA0
Q6NLP2	Q9LK61
P56780	Q8L844
O82277	Q6X7J9
O81852	Q8RY82
Q42029	Q9SUI5
Q84WW6	Q8VZJ1
Q8GWW7	Q8H191
Q42600	Q9S9N9
F4JZG9	Q9SU24
Q6NQJ6	Q8GZQ3
Q9LV93	Q9XJ27
Q9SJL6	Q9ZQH3
Q9FL26	Q9LDH1
Q8GYY7	Q9LTJ6
Q852U6	Q852U6
P49078	Q43314
Q8W595	Q94F88
O24646	Q9SJN0
O22714	P42793
Q7X9V3	Q9T003
Q8W261	Q9FZE4
Q8W4A5	Q9SCY2
P51412	Q9FGJ4
Q07473	Q39195
P19171	Q42596
P25864	Q9ASV6
Q56X52	Q9SL05
Q9LPR4	Q9SLN1
Q0WNZ5	Q8L7R2
Q9M1X0	Q9SX68
O49603	Q9FZ81
Q84VQ4	Q8RXS1
Q9LW31	Q9SJE2
Q9FT81	Q9S818
P56801	Q8RXX5
Q9LRW3	Q9SUF5
P83755	Q39194
Q5BPF3	Q9LSE2
Q8H151	Q9LD43
Q9FNP4	Q9ZNX9
P25873	Q8S9L5
F4JF21	Q9STF2
Q9FNY3	Q9FV70
Q9LPJ2	Q9SUS1
P92949	Q9SGU3
P56760	P56770
P35631	Q9SB92
O22698	Q9LUP8
P92959	Q9LFV0
Q9SGS4	Q9SGS4
Q93ZF6	Q9SRX9
O80345	Q8LF41
Q9C7S0	Q9FGX2
O49603	Q9M9H4
O49603	O82266
Q8GYN5	Q9S745
O82234	Q9SYL9
O04023	Q9LT25
P56754	P56763
Q9ZTX9	Q9ZTX9
Q9C552	Q9LJX4
Q9FLX4	Q9LYU7
Q9LRN8	Q9SKX4
P56755	Q9S9N6
O22315	Q9LY75
P0C7R0	Q8W4C3
F4JHA2	Q9XJ27
Q42536	Q42536
P92544	P93276
A8MS20	Q9SI62
P56807	P61843
P61841	Q8L3P4
Q84VW5	Q8LCH5
Q3ECU1	Q8W261
O22264	P51102
Q3E922	Q94A79
Q84MD6	Q9SUI6
Q84KJ5	Q9C9W9
B9DFV2	F4JC20
O49603	P61841
Q1H537	Q9LX31
Q9LXX6	X5JB51
P35510	Q42600
P49243	Q9C7W4
F4K3M6	Q8VYB5
O23049	Q9MA87
Q5PNS9	Q9LZV7
Q93VB2	Q96326
Q8GY55	Q9LYC2
O49347	P83755
P56766	P56777
Q8RWN2	Q8W2F2
P23321	P56778
P16180	P56797
P46639	Q9ZVC2
P26289	Q9FG89
O82387	Q9M3B4
Q9FLY0	Q9LQ10
Q42029	Q9S7H1
Q9FT81	Q9ZUU0
O22609	Q8LDL0
Q2V4N5	Q9FZ70
Q93VC7	Q9LER7
Q84MD6	Q9ZQP1
F4KFV7	Q9C552
F4HPA7	Q9LIA6
Q8GZA4	Q9C5D0
O49597	P26568
O50061	O82462
Q9LK61	Q9LV04
Q5EAE9	Q9ZT50
Q9FGY4	Q9SV82
A1A6M1	Q9LYR5
P56791	P61847
Q38854	Q38854
O22315	Q39199
Q4PSI6	Q949S5
Q9FZ31	Q9S728
Q9FUZ2	Q9MAP3
Q9FN03	Q9FN03
B3H672	Q8L7T6
Q8LCQ3	Q9FJL8
P92511	P93318
Q8RWN2	Q9M1K0
Q8H1S7	Q9FFI0
P56763	P56801
P56758	P56759
P62090	Q37165
Q9M9Y8	Q9SW18
O65451	Q9FLP7
Q9S829	Q9SMS0
Q84JF5	Q9S7Q2
O49668	Q8LDL0
Q8RYD6	Q96318
O49603	Q8VWK4
O48724	Q9LW85
Q9LU21	Q9SUI6
Q42371	Q9SJG8
Q8GY55	Q9S7Z2
F4KF14	O22993
Q9FGE9	Q9SX22
Q680U9	Q9ZVH8
F4JX00	Q8LGU6
P25873	P56806
O82190	Q9C5Q8
Q8VYI5	Q9LDH1
Q0WKV8	Q9LSS7
F4IFF3	F4JF14
P51412	Q8RXX5
P92949	Q9LT23
P93311	Q9T6H8
Q8L8L9	Q9C996
P94077	Q9FNN6
Q6X5Y6	Q9SJE2
O49160	P42732
O22151	Q9M2D8
O49432	Q9LSI7
O49347	Q39195
P56782	P56804
O81242	O81242
Q39194	Q9ZVL6
Q01909	Q9S7H1
O80842	Q9FMD5
P93318	Q95749
Q38893	Q9LG02
O49347	P56780
Q8LCE4	Q93Z27
Q9SGH4	Q9SUI6
Q9LVM2	Q9SCY3
Q1EC69	Q39208
Q6NLP2	Q9MAP3
O80470	Q7EB72
Q6DBA5	Q8L627
Q84VZ1	Q9STY4
Q9LU36	Q9SD85
O04603	P92959
